phase_2_record_id,source_collection_record_id,priority_rank,priority_tier,blocker_id,evidence_file_type,evidence_key,gap_status,local_public_shell_value,production_evidence_missing,owner_review_lane,human_fill_status,human_evidence_value,human_source_note,accepted_for_blocker_closure,execution_authorized,evidence_collection_authorized,required_human_action
P2-ECP-013,ECP-047,13,missing_production_evidence,on_call_rotation,production_operations_evidence,incident_commander_named,missing_external_or_human_production_evidence,False,True,operations_engineering,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-014,ECP-045,14,missing_production_evidence,on_call_rotation,production_operations_evidence,on_call_rotation_defined,missing_external_or_human_production_evidence,False,True,operations_engineering,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-015,ECP-049,15,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,isolated_restore_environment_used,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-016,ECP-048,16,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,production_like_restore_test_plan_approved,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-017,ECP-050,17,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,restore_integrity_checks_passed,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-018,ECP-053,18,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,restore_test_report_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-019,ECP-051,19,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,rto_rpo_observed_and_recorded,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-020,ECP-052,20,local_public_shell_requires_human_approval,restore_tested,production_data_operations_evidence,tenant_scope_validated_if_customer_data_exists,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-021,ECP-055,21,missing_production_evidence,production_restore_policy,production_data_operations_evidence,backup_retention_policy_approved,missing_human_production_evidence,False,True,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-022,ECP-058,22,missing_production_evidence,production_restore_policy,production_data_operations_evidence,customer_notification_boundary_approved,missing_human_production_evidence,False,True,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-023,ECP-059,23,missing_production_evidence,production_restore_policy,production_data_operations_evidence,incident_response_handoff_approved,missing_human_production_evidence,False,True,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-024,ECP-054,24,missing_production_evidence,production_restore_policy,production_data_operations_evidence,production_restore_policy_approved,missing_human_production_evidence,False,True,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-025,ECP-056,25,missing_production_evidence,production_restore_policy,production_data_operations_evidence,tenant_restore_boundary_approved,missing_human_production_evidence,False,True,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P2-ECP-026,ECP-057,26,local_public_shell_requires_human_approval,production_restore_policy,production_data_operations_evidence,credential_secret_exclusion_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,data_operations,not_started,,,False,False,False,Provide source-backed production evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
