phase_3_record_id,source_collection_record_id,priority_rank,priority_tier,blocker_id,evidence_file_type,evidence_key,gap_status,local_public_shell_value,production_evidence_missing,owner_review_lane,human_fill_status,human_evidence_value,human_source_note,accepted_for_blocker_closure,execution_authorized,evidence_collection_authorized,required_human_action
P3-ECP-012,ECP-067,12,missing_production_evidence,customer_support,production_support_sla_evidence,customer_communication_template_approved,missing_external_or_human_production_evidence,False,True,support_operations,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-013,ECP-065,13,missing_production_evidence,customer_support,production_support_sla_evidence,staffed_support_process_defined,missing_external_or_human_production_evidence,False,True,support_operations,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-014,ECP-066,14,local_public_shell_requires_human_approval,customer_support,production_support_sla_evidence,case_triage_workflow_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,support_operations,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-015,ECP-069,15,local_public_shell_requires_human_approval,customer_support,production_support_sla_evidence,handoff_to_engineering_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,support_operations,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-016,ECP-068,16,local_public_shell_requires_human_approval,customer_support,production_support_sla_evidence,support_case_audit_trail_available,local_public_shell_evidence_present_requires_human_production_approval,True,False,support_operations,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-017,ECP-078,17,missing_production_evidence,formal_security_review,production_privacy_security_legal_evidence,dependency_review_completed,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-018,ECP-076,18,missing_production_evidence,formal_security_review,production_privacy_security_legal_evidence,formal_security_review_report,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-019,ECP-081,19,missing_production_evidence,formal_security_review,production_privacy_security_legal_evidence,review_findings_triaged,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-020,ECP-079,20,local_public_shell_requires_human_approval,formal_security_review,production_privacy_security_legal_evidence,auth_and_tenant_boundary_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-021,ECP-077,21,local_public_shell_requires_human_approval,formal_security_review,production_privacy_security_legal_evidence,public_shell_threat_model_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-022,ECP-080,22,local_public_shell_requires_human_approval,formal_security_review,production_privacy_security_legal_evidence,storage_backup_and_restore_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-023,ECP-090,23,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,breach_notice_terms_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-024,ECP-082,24,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,privacy_notice_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-025,ECP-083,25,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,privacy_notice_published,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-026,ECP-087,26,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,retention_policy_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-027,ECP-088,27,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,terms_of_service_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-028,ECP-089,28,missing_production_evidence,privacy_legal_review,production_privacy_security_legal_evidence,terms_published,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-029,ECP-085,29,local_public_shell_requires_human_approval,privacy_legal_review,production_privacy_security_legal_evidence,controller_processor_roles_defined,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-030,ECP-084,30,local_public_shell_requires_human_approval,privacy_legal_review,production_privacy_security_legal_evidence,data_inventory_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-031,ECP-086,31,local_public_shell_requires_human_approval,privacy_legal_review,production_privacy_security_legal_evidence,subprocessor_inventory_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-032,ECP-095,32,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,customer_data_processing_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-033,ECP-091,33,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,customer_dpa_template_available,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-034,ECP-094,34,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,deletion_or_return_terms_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-035,ECP-096,35,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,dpa_sent_to_customer,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-036,ECP-092,36,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,dpa_terms_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-037,ECP-093,37,missing_production_evidence,data_processing_agreement,production_privacy_security_legal_evidence,subprocessor_terms_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-038,ECP-103,38,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,advisory_publication_policy_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-039,ECP-098,39,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,coordinated_disclosure_policy_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-040,ECP-102,40,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,remediation_targets_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-041,ECP-097,41,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,security_contact_configured,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-042,ECP-101,42,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,severity_model_approved,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-043,ECP-100,43,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,triage_owner_named,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-044,ECP-104,44,missing_production_evidence,vulnerability_management,production_privacy_security_legal_evidence,vulnerability_management_operational,missing_external_or_human_production_evidence,False,True,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
P3-ECP-045,ECP-099,45,local_public_shell_requires_human_approval,vulnerability_management,production_privacy_security_legal_evidence,vulnerability_case_dry_run_recorded,local_public_shell_evidence_present_requires_human_production_approval,True,False,security_legal_privacy,not_started,,,False,False,False,Provide source-backed support/security/legal evidence and a reviewer note; do not mark accepted for closure without a separate human approval.
