workbook_row_id,blocker_id,input_group,input_key,minimum_required,human_value_present,human_filled_input_target,template_path,target_json_pointer,target_known,pointer_resolved,transfer_ready,row_status,value_transferred,template_written
WB-031,formal_security_review,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/auth_and_tenant_boundary_reviewed,True,True,True,ready_for_apply,True,True
WB-032,formal_security_review,formal_security_review_keys_to_review,dependency_review_completed,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/dependency_review_completed,True,True,True,ready_for_apply,True,True
WB-033,formal_security_review,formal_security_review_keys_to_review,formal_security_review_report,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/formal_security_review_report,True,True,True,ready_for_apply,True,True
WB-034,formal_security_review,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/private_core_non_exposure_review_completed,True,True,True,ready_for_apply,True,True
WB-035,formal_security_review,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/public_shell_threat_model_reviewed,True,True,True,ready_for_apply,True,True
WB-036,formal_security_review,formal_security_review_keys_to_review,review_findings_triaged,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/review_findings_triaged,True,True,True,ready_for_apply,True,True
WB-037,formal_security_review,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/evidence_review/storage_backup_and_restore_reviewed,True,True,True,ready_for_apply,True,True
WB-038,formal_security_review,metadata_fields_to_fill,human_reviewer_name,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/human_reviewer_name,True,True,True,ready_for_apply,True,True
WB-039,formal_security_review,metadata_fields_to_fill,review_date,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/review_date,True,True,True,ready_for_apply,True,True
WB-040,formal_security_review,metadata_fields_to_fill,security_review_owner,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/security_review_owner,True,True,True,ready_for_apply,True,True
WB-041,formal_security_review,metadata_fields_to_fill,report_reference,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/report_reference,True,True,True,ready_for_apply,True,True
WB-042,formal_security_review,metadata_fields_to_fill,decision_summary,True,True,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,/decision_summary,True,True,True,ready_for_apply,True,True
WB-043,production_restore_policy,metadata_fields_to_fill,human_reviewer_name,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/human_reviewer_name,True,True,True,ready_for_apply,True,True
WB-044,production_restore_policy,metadata_fields_to_fill,review_date,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/review_date,True,True,True,ready_for_apply,True,True
WB-045,production_restore_policy,metadata_fields_to_fill,data_operations_owner,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/data_operations_owner,True,True,True,ready_for_apply,True,True
WB-046,production_restore_policy,metadata_fields_to_fill,security_owner,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/security_owner,True,True,True,ready_for_apply,True,True
WB-047,production_restore_policy,metadata_fields_to_fill,privacy_legal_owner,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/privacy_legal_owner,True,True,True,ready_for_apply,True,True
WB-048,production_restore_policy,metadata_fields_to_fill,incident_response_owner,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/incident_response_owner,True,True,True,ready_for_apply,True,True
WB-049,production_restore_policy,metadata_fields_to_fill,decision_summary,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/decision_summary,True,True,True,ready_for_apply,True,True
WB-050,production_restore_policy,policy_evidence_keys_to_review,backup_retention_policy_approved,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/backup_retention_policy_approved,True,True,True,ready_for_apply,True,True
WB-051,production_restore_policy,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/credential_secret_exclusion_reviewed,True,True,True,ready_for_apply,True,True
WB-052,production_restore_policy,policy_evidence_keys_to_review,customer_notification_boundary_approved,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/customer_notification_boundary_approved,True,True,True,ready_for_apply,True,True
WB-053,production_restore_policy,policy_evidence_keys_to_review,incident_response_handoff_approved,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/incident_response_handoff_approved,True,True,True,ready_for_apply,True,True
WB-054,production_restore_policy,policy_evidence_keys_to_review,production_restore_policy_approved,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/production_restore_policy_approved,True,True,True,ready_for_apply,True,True
WB-055,production_restore_policy,policy_evidence_keys_to_review,tenant_restore_boundary_approved,True,True,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,/policy_evidence_review/tenant_restore_boundary_approved,True,True,True,ready_for_apply,True,True
WB-056,production_monitoring,metadata_fields_to_fill,human_reviewer_name,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/human_reviewer_name,True,True,True,ready_for_apply,True,True
WB-057,production_monitoring,metadata_fields_to_fill,review_date,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/review_date,True,True,True,ready_for_apply,True,True
WB-058,production_monitoring,metadata_fields_to_fill,monitoring_owner,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/monitoring_owner,True,True,True,ready_for_apply,True,True
WB-059,production_monitoring,metadata_fields_to_fill,operations_reviewer_name,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/operations_reviewer_name,True,True,True,ready_for_apply,True,True
WB-060,production_monitoring,metadata_fields_to_fill,decision_summary,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/decision_summary,True,True,True,ready_for_apply,True,True
WB-061,production_monitoring,monitoring_evidence_keys_to_review,log_retention_reviewed,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/evidence_review/log_retention_reviewed,True,True,True,ready_for_apply,True,True
WB-062,production_monitoring,monitoring_evidence_keys_to_review,metrics_coverage_approved,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/evidence_review/metrics_coverage_approved,True,True,True,ready_for_apply,True,True
WB-063,production_monitoring,monitoring_evidence_keys_to_review,monitoring_dry_run_recorded,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/evidence_review/monitoring_dry_run_recorded,True,True,True,ready_for_apply,True,True
WB-064,production_monitoring,monitoring_evidence_keys_to_review,production_monitoring_plan_approved,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/evidence_review/production_monitoring_plan_approved,True,True,True,ready_for_apply,True,True
WB-065,production_monitoring,monitoring_evidence_keys_to_review,slo_dashboard_defined,True,True,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,/evidence_review/slo_dashboard_defined,True,True,True,ready_for_apply,True,True
