quick_fill_row_id,queue_item_id,workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,input_kind,human_fill_prompt,human_value_to_enter,notes_for_human,target_workbook_csv,target_workbook_column,target_json_pointer,quick_fill_status,value_imported_to_workbook,value_transferred,template_written
QF-011,HIQ-011,WB-011,support_contact,support_operations,support_contact_evidence_review,customer_facing_support_contact_configured,support_contact_bridge_field,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/support_contact_decision_input/evidence_review/customer_facing_support_contact_configured,blank_pending_human_input,False,False,False
QF-012,HIQ-012,WB-012,support_contact,support_operations,support_contact_evidence_review,customer_notice_route_defined,support_contact_bridge_field,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/support_contact_decision_input/evidence_review/customer_notice_route_defined,blank_pending_human_input,False,False,False
QF-013,HIQ-013,WB-013,support_contact,support_operations,support_contact_evidence_review,support_contact_owner_named,support_contact_bridge_field,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/support_contact_decision_input/evidence_review/support_contact_owner_named,blank_pending_human_input,False,False,False
QF-014,HIQ-014,WB-014,support_contact,support_operations,support_contact_evidence_review,support_contact_test_recorded,support_contact_bridge_field,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/support_contact_decision_input/evidence_review/support_contact_test_recorded,blank_pending_human_input,False,False,False
QF-015,HIQ-015,WB-015,support_contact,support_operations,support_contact_candidate_slot,support_contact_candidate_a,support_contact_bridge_field,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/support_contact_decision_input/candidate_contact_slots[slot_id=support_contact_candidate_a],blank_pending_human_input,False,False,False
QF-016,HIQ-016,WB-017,pricing_page,commercial_finance_legal,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/human_reviewer_name,blank_pending_human_input,False,False,False
QF-017,HIQ-017,WB-018,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/review_date,blank_pending_human_input,False,False,False
QF-018,HIQ-018,WB-019,pricing_page,commercial_finance_legal,metadata_fields_to_fill,commercial_owner,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/commercial_owner,blank_pending_human_input,False,False,False
QF-019,HIQ-019,WB-020,pricing_page,commercial_finance_legal,metadata_fields_to_fill,product_owner,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/product_owner,blank_pending_human_input,False,False,False
QF-020,HIQ-020,WB-021,pricing_page,commercial_finance_legal,metadata_fields_to_fill,accounting_owner,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/accounting_owner,blank_pending_human_input,False,False,False
QF-021,HIQ-021,WB-022,pricing_page,commercial_finance_legal,metadata_fields_to_fill,legal_owner,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/legal_owner,blank_pending_human_input,False,False,False
QF-022,HIQ-022,WB-023,pricing_page,commercial_finance_legal,metadata_fields_to_fill,billing_owner,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/billing_owner,blank_pending_human_input,False,False,False
QF-023,HIQ-023,WB-024,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_record_reference,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/review_record_reference,blank_pending_human_input,False,False,False
QF-024,HIQ-024,WB-025,pricing_page,commercial_finance_legal,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/decision_summary,blank_pending_human_input,False,False,False
QF-025,HIQ-025,WB-026,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,human_approved_pricing_page_copy,evidence_review_key,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/human_approved_pricing_page_copy,blank_pending_human_input,False,False,False
QF-026,HIQ-026,WB-027,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,approved_plan_and_usage_terms,evidence_review_key,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/approved_plan_and_usage_terms,blank_pending_human_input,False,False,False
QF-027,HIQ-027,WB-028,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,legal_review_completed,evidence_review_key,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/legal_review_completed,blank_pending_human_input,False,False,False
QF-028,HIQ-028,WB-029,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,evidence_review_key,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/production_readiness_non_claim_reviewed,blank_pending_human_input,False,False,False
QF-029,HIQ-029,WB-030,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,pricing_page_publication_approval_recorded,evidence_review_key,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/pricing_page_publication_approval_recorded,blank_pending_human_input,False,False,False
QF-030,HIQ-030,WB-031,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/auth_and_tenant_boundary_reviewed,blank_pending_human_input,False,False,False
QF-031,HIQ-031,WB-032,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,dependency_review_completed,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/dependency_review_completed,blank_pending_human_input,False,False,False
QF-032,HIQ-032,WB-033,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,formal_security_review_report,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/formal_security_review_report,blank_pending_human_input,False,False,False
QF-033,HIQ-033,WB-034,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/private_core_non_exposure_review_completed,blank_pending_human_input,False,False,False
QF-034,HIQ-034,WB-035,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/public_shell_threat_model_reviewed,blank_pending_human_input,False,False,False
QF-035,HIQ-035,WB-036,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,review_findings_triaged,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/review_findings_triaged,blank_pending_human_input,False,False,False
QF-036,HIQ-036,WB-037,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,evidence_review_key,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/storage_backup_and_restore_reviewed,blank_pending_human_input,False,False,False
QF-037,HIQ-037,WB-038,formal_security_review,security_legal_privacy,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/human_reviewer_name,blank_pending_human_input,False,False,False
QF-038,HIQ-038,WB-039,formal_security_review,security_legal_privacy,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/review_date,blank_pending_human_input,False,False,False
QF-039,HIQ-039,WB-040,formal_security_review,security_legal_privacy,metadata_fields_to_fill,security_review_owner,metadata_field,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/security_review_owner,blank_pending_human_input,False,False,False
QF-040,HIQ-040,WB-041,formal_security_review,security_legal_privacy,metadata_fields_to_fill,report_reference,metadata_field,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/report_reference,blank_pending_human_input,False,False,False
QF-041,HIQ-041,WB-042,formal_security_review,security_legal_privacy,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/decision_summary,blank_pending_human_input,False,False,False
QF-042,HIQ-042,WB-043,production_restore_policy,data_operations,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/human_reviewer_name,blank_pending_human_input,False,False,False
QF-043,HIQ-043,WB-044,production_restore_policy,data_operations,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/review_date,blank_pending_human_input,False,False,False
QF-044,HIQ-044,WB-045,production_restore_policy,data_operations,metadata_fields_to_fill,data_operations_owner,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/data_operations_owner,blank_pending_human_input,False,False,False
QF-045,HIQ-045,WB-046,production_restore_policy,data_operations,metadata_fields_to_fill,security_owner,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/security_owner,blank_pending_human_input,False,False,False
QF-046,HIQ-046,WB-047,production_restore_policy,data_operations,metadata_fields_to_fill,privacy_legal_owner,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/privacy_legal_owner,blank_pending_human_input,False,False,False
QF-047,HIQ-047,WB-048,production_restore_policy,data_operations,metadata_fields_to_fill,incident_response_owner,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/incident_response_owner,blank_pending_human_input,False,False,False
QF-048,HIQ-048,WB-049,production_restore_policy,data_operations,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/decision_summary,blank_pending_human_input,False,False,False
QF-049,HIQ-049,WB-050,production_restore_policy,data_operations,policy_evidence_keys_to_review,backup_retention_policy_approved,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/backup_retention_policy_approved,blank_pending_human_input,False,False,False
QF-050,HIQ-050,WB-051,production_restore_policy,data_operations,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/credential_secret_exclusion_reviewed,blank_pending_human_input,False,False,False
QF-051,HIQ-051,WB-052,production_restore_policy,data_operations,policy_evidence_keys_to_review,customer_notification_boundary_approved,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/customer_notification_boundary_approved,blank_pending_human_input,False,False,False
QF-052,HIQ-052,WB-053,production_restore_policy,data_operations,policy_evidence_keys_to_review,incident_response_handoff_approved,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/incident_response_handoff_approved,blank_pending_human_input,False,False,False
QF-053,HIQ-053,WB-054,production_restore_policy,data_operations,policy_evidence_keys_to_review,production_restore_policy_approved,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/production_restore_policy_approved,blank_pending_human_input,False,False,False
QF-054,HIQ-054,WB-055,production_restore_policy,data_operations,policy_evidence_keys_to_review,tenant_restore_boundary_approved,evidence_review_key,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/policy_evidence_review/tenant_restore_boundary_approved,blank_pending_human_input,False,False,False
QF-055,HIQ-055,WB-056,production_monitoring,operations_engineering,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/human_reviewer_name,blank_pending_human_input,False,False,False
QF-056,HIQ-056,WB-057,production_monitoring,operations_engineering,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/review_date,blank_pending_human_input,False,False,False
QF-057,HIQ-057,WB-058,production_monitoring,operations_engineering,metadata_fields_to_fill,monitoring_owner,metadata_field,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/monitoring_owner,blank_pending_human_input,False,False,False
QF-058,HIQ-058,WB-059,production_monitoring,operations_engineering,metadata_fields_to_fill,operations_reviewer_name,metadata_field,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/operations_reviewer_name,blank_pending_human_input,False,False,False
QF-059,HIQ-059,WB-060,production_monitoring,operations_engineering,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/decision_summary,blank_pending_human_input,False,False,False
QF-060,HIQ-060,WB-061,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,log_retention_reviewed,evidence_review_key,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/log_retention_reviewed,blank_pending_human_input,False,False,False
QF-061,HIQ-061,WB-062,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,metrics_coverage_approved,evidence_review_key,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/metrics_coverage_approved,blank_pending_human_input,False,False,False
QF-062,HIQ-062,WB-063,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,monitoring_dry_run_recorded,evidence_review_key,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/monitoring_dry_run_recorded,blank_pending_human_input,False,False,False
QF-063,HIQ-063,WB-064,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,production_monitoring_plan_approved,evidence_review_key,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/production_monitoring_plan_approved,blank_pending_human_input,False,False,False
QF-064,HIQ-064,WB-065,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,slo_dashboard_defined,evidence_review_key,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,,,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,/evidence_review/slo_dashboard_defined,blank_pending_human_input,False,False,False
