workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,input_kind,human_must_fill,minimum_required,codex_may_fill,human_value_placeholder,source_path,source_prompt,human_filled_input_target,status,notes
WB-019,pricing_page,commercial_finance_legal,metadata_fields_to_fill,commercial_owner,metadata_field,True,True,False,张斌,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-020,pricing_page,commercial_finance_legal,metadata_fields_to_fill,product_owner,metadata_field,True,True,False,张斌,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-021,pricing_page,commercial_finance_legal,metadata_fields_to_fill,accounting_owner,metadata_field,True,True,False,暂缺：会计负责人待指定；不得视为已完成。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-022,pricing_page,commercial_finance_legal,metadata_fields_to_fill,legal_owner,metadata_field,True,True,False,暂缺：法律负责人待指定；不得视为已完成。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-023,pricing_page,commercial_finance_legal,metadata_fields_to_fill,billing_owner,metadata_field,True,True,False,暂缺：计费负责人待指定；不得视为已完成。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-024,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_record_reference,metadata_field,True,True,False,review reference：本轮 Codex 对话中用户确认 10-28 全部按推荐；仅记录本地审查值。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-025,pricing_page,commercial_finance_legal,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,decision summary：定价页保持非公开草案状态；不发布、不收款、不声称生产可用。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-026,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,human_approved_pricing_page_copy,evidence_review_key,True,True,False,是：仅批准本地文档草案可继续审查；不批准公开发布页面。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-027,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,approved_plan_and_usage_terms,evidence_review_key,True,True,False,暂缓：套餐、用量和计费条款待客户、法律和会计确认。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-028,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,legal_review_completed,evidence_review_key,True,True,False,否：法律审查尚未完成。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-029,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,evidence_review_key,True,True,False,是：已确认定价材料不得声称生产可用、客户验证完成或正式上线。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-030,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,pricing_page_publication_approval_recorded,evidence_review_key,True,True,False,否：定价页面公开发布批准尚未记录；当前保持非公开草案。,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-031,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,evidence_review_key,True,True,False,暂缓：认证与租户边界需要独立安全审查；不得视为已完成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-032,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,dependency_review_completed,evidence_review_key,True,True,False,否：依赖安全审查尚未完成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-033,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,formal_security_review_report,evidence_review_key,True,True,False,暂缺：正式安全审查报告尚未形成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-034,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,evidence_review_key,True,True,False,是（本地边界检查）：当前公开材料未包含私有核心；正式安全审查仍待完成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-035,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,evidence_review_key,True,True,False,暂缓：公开壳威胁模型可继续审查，但尚未正式签署完成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-036,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,review_findings_triaged,evidence_review_key,True,True,False,否：安全审查发现项尚未形成，也未完成分级处理。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-037,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,evidence_review_key,True,True,False,暂缓：本地备份与恢复检查存在，但生产级安全审查尚未完成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-038,formal_security_review,security_legal_privacy,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,张斌,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-039,formal_security_review,security_legal_privacy,metadata_fields_to_fill,review_date,metadata_field,True,True,False,2026-07-09,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-040,formal_security_review,security_legal_privacy,metadata_fields_to_fill,security_review_owner,metadata_field,True,True,False,张斌（临时安全审查负责人；正式生产前仍需独立复核）,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-041,formal_security_review,security_legal_privacy,metadata_fields_to_fill,report_reference,metadata_field,True,True,False,暂缺：正式安全审查报告编号待生成。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-042,formal_security_review,security_legal_privacy,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,decision summary：正式安全审查保持暂缓；当前仅确认公开材料不得暴露私有核心，不能声称生产可用。,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-043,production_restore_policy,data_operations,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,张斌,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-044,production_restore_policy,data_operations,metadata_fields_to_fill,review_date,metadata_field,True,True,False,2026-07-09,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-045,production_restore_policy,data_operations,metadata_fields_to_fill,data_operations_owner,metadata_field,True,True,False,张斌（临时数据运维负责人；正式生产前仍需确认）,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-046,production_restore_policy,data_operations,metadata_fields_to_fill,security_owner,metadata_field,True,True,False,暂缺：安全负责人待指定。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-047,production_restore_policy,data_operations,metadata_fields_to_fill,privacy_legal_owner,metadata_field,True,True,False,暂缺：隐私/法律负责人待指定。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-048,production_restore_policy,data_operations,metadata_fields_to_fill,incident_response_owner,metadata_field,True,True,False,暂缺：事故响应负责人待指定。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-049,production_restore_policy,data_operations,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,decision summary：恢复策略保持本地草案；未进行 live restore，未启用生产恢复路径。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
WB-050,production_restore_policy,data_operations,policy_evidence_keys_to_review,backup_retention_policy_approved,evidence_review_key,True,True,False,暂缓：备份保留策略尚未正式批准。,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,imported_from_quick_fill_pending_validator,Human must fill or review this item before validator import. Imported from human-filled quick-fill CSV by explicit human-approved importer.
