workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,input_kind,human_must_fill,minimum_required,codex_may_fill,human_value_placeholder,source_path,source_prompt,human_filled_input_target,status,notes
WB-011,support_contact,support_operations,support_contact_evidence_review,customer_facing_support_contact_configured,support_contact_bridge_field,True,True,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,Set true only after human source note and review.
WB-012,support_contact,support_operations,support_contact_evidence_review,customer_notice_route_defined,support_contact_bridge_field,True,True,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,Set true only after human source note and review.
WB-013,support_contact,support_operations,support_contact_evidence_review,support_contact_owner_named,support_contact_bridge_field,True,True,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,Set true only after human source note and review.
WB-014,support_contact,support_operations,support_contact_evidence_review,support_contact_test_recorded,support_contact_bridge_field,True,True,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,Set true only after human source note and review.
WB-015,support_contact,support_operations,support_contact_candidate_slot,support_contact_candidate_a,support_contact_bridge_field,True,True,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,At least one candidate slot must be completed by a human.
WB-016,support_contact,support_operations,support_contact_candidate_slot,support_contact_candidate_b,support_contact_bridge_field,True,False,False,,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_bridge_human_handoff_checkpoint.md,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,pending_human_input,At least one candidate slot must be completed by a human.
WB-017,pricing_page,commercial_finance_legal,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-018,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_date,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-019,pricing_page,commercial_finance_legal,metadata_fields_to_fill,commercial_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-020,pricing_page,commercial_finance_legal,metadata_fields_to_fill,product_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-021,pricing_page,commercial_finance_legal,metadata_fields_to_fill,accounting_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-022,pricing_page,commercial_finance_legal,metadata_fields_to_fill,legal_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-023,pricing_page,commercial_finance_legal,metadata_fields_to_fill,billing_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-024,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_record_reference,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-025,pricing_page,commercial_finance_legal,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-026,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,human_approved_pricing_page_copy,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-027,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,approved_plan_and_usage_terms,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-028,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,legal_review_completed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-029,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-030,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,pricing_page_publication_approval_recorded,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_approval_input_prompt.md,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-031,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-032,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,dependency_review_completed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-033,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,formal_security_review_report,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-034,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-035,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-036,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,review_findings_triaged,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-037,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-038,formal_security_review,security_legal_privacy,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-039,formal_security_review,security_legal_privacy,metadata_fields_to_fill,review_date,metadata_field,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-040,formal_security_review,security_legal_privacy,metadata_fields_to_fill,security_review_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-041,formal_security_review,security_legal_privacy,metadata_fields_to_fill,report_reference,metadata_field,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-042,formal_security_review,security_legal_privacy,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_approval_input_prompt.md,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-043,production_restore_policy,data_operations,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-044,production_restore_policy,data_operations,metadata_fields_to_fill,review_date,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-045,production_restore_policy,data_operations,metadata_fields_to_fill,data_operations_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-046,production_restore_policy,data_operations,metadata_fields_to_fill,security_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-047,production_restore_policy,data_operations,metadata_fields_to_fill,privacy_legal_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-048,production_restore_policy,data_operations,metadata_fields_to_fill,incident_response_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-049,production_restore_policy,data_operations,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-050,production_restore_policy,data_operations,policy_evidence_keys_to_review,backup_retention_policy_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-051,production_restore_policy,data_operations,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-052,production_restore_policy,data_operations,policy_evidence_keys_to_review,customer_notification_boundary_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-053,production_restore_policy,data_operations,policy_evidence_keys_to_review,incident_response_handoff_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-054,production_restore_policy,data_operations,policy_evidence_keys_to_review,production_restore_policy_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-055,production_restore_policy,data_operations,policy_evidence_keys_to_review,tenant_restore_boundary_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input_prompt.md,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-056,production_monitoring,operations_engineering,metadata_fields_to_fill,human_reviewer_name,metadata_field,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-057,production_monitoring,operations_engineering,metadata_fields_to_fill,review_date,metadata_field,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-058,production_monitoring,operations_engineering,metadata_fields_to_fill,monitoring_owner,metadata_field,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-059,production_monitoring,operations_engineering,metadata_fields_to_fill,operations_reviewer_name,metadata_field,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-060,production_monitoring,operations_engineering,metadata_fields_to_fill,decision_summary,metadata_field,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-061,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,log_retention_reviewed,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-062,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,metrics_coverage_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-063,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,monitoring_dry_run_recorded,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
WB-064,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,production_monitoring_plan_approved,evidence_review_key,True,True,False,,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_approval_input_prompt.md,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,pending_human_input,Human must fill or review this item before validator import.
