workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,minimum_required,human_value_present,transfer_ready,source_path,human_filled_input_target,target_json_pointer,transfer_status,value_transferred
WB-011,support_contact,support_operations,support_contact_evidence_review,customer_facing_support_contact_configured,True,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/evidence_review/customer_facing_support_contact_configured,blocked_missing_human_input,False
WB-012,support_contact,support_operations,support_contact_evidence_review,customer_notice_route_defined,True,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/evidence_review/customer_notice_route_defined,blocked_missing_human_input,False
WB-013,support_contact,support_operations,support_contact_evidence_review,support_contact_owner_named,True,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/evidence_review/support_contact_owner_named,blocked_missing_human_input,False
WB-014,support_contact,support_operations,support_contact_evidence_review,support_contact_test_recorded,True,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/evidence_review/support_contact_test_recorded,blocked_missing_human_input,False
WB-015,support_contact,support_operations,support_contact_candidate_slot,support_contact_candidate_a,True,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/candidate_contact_slots[slot_id=support_contact_candidate_a],blocked_missing_human_input,False
WB-016,support_contact,support_operations,support_contact_candidate_slot,support_contact_candidate_b,False,False,False,phase_b_product/commercial_readiness/support_evidence/support_contact_decision_input.template.json,phase_b_product/commercial_readiness/support_evidence/support_contact_human_input_bridge/support_contact_human_input_bridge_input.human_filled.local.json,/support_contact_decision_input/candidate_contact_slots[slot_id=support_contact_candidate_b],optional_not_transferred,False
WB-017,pricing_page,commercial_finance_legal,metadata_fields_to_fill,human_reviewer_name,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/human_reviewer_name,blocked_missing_human_input,False
WB-018,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_date,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/review_date,blocked_missing_human_input,False
WB-019,pricing_page,commercial_finance_legal,metadata_fields_to_fill,commercial_owner,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/commercial_owner,blocked_missing_human_input,False
WB-020,pricing_page,commercial_finance_legal,metadata_fields_to_fill,product_owner,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/product_owner,blocked_missing_human_input,False
WB-021,pricing_page,commercial_finance_legal,metadata_fields_to_fill,accounting_owner,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/accounting_owner,blocked_missing_human_input,False
WB-022,pricing_page,commercial_finance_legal,metadata_fields_to_fill,legal_owner,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/legal_owner,blocked_missing_human_input,False
WB-023,pricing_page,commercial_finance_legal,metadata_fields_to_fill,billing_owner,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/billing_owner,blocked_missing_human_input,False
WB-024,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_record_reference,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/review_record_reference,blocked_missing_human_input,False
WB-025,pricing_page,commercial_finance_legal,metadata_fields_to_fill,decision_summary,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/decision_summary,blocked_missing_human_input,False
WB-026,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,human_approved_pricing_page_copy,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/human_approved_pricing_page_copy,blocked_missing_human_input,False
WB-027,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,approved_plan_and_usage_terms,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/approved_plan_and_usage_terms,blocked_missing_human_input,False
WB-028,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,legal_review_completed,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/legal_review_completed,blocked_missing_human_input,False
WB-029,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/production_readiness_non_claim_reviewed,blocked_missing_human_input,False
WB-030,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,pricing_page_publication_approval_recorded,True,False,False,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/pricing_page_publication_approval_recorded,blocked_missing_human_input,False
WB-031,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/auth_and_tenant_boundary_reviewed,blocked_missing_human_input,False
WB-032,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,dependency_review_completed,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/dependency_review_completed,blocked_missing_human_input,False
WB-033,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,formal_security_review_report,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/formal_security_review_report,blocked_missing_human_input,False
WB-034,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/private_core_non_exposure_review_completed,blocked_missing_human_input,False
WB-035,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/public_shell_threat_model_reviewed,blocked_missing_human_input,False
WB-036,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,review_findings_triaged,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/review_findings_triaged,blocked_missing_human_input,False
WB-037,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/storage_backup_and_restore_reviewed,blocked_missing_human_input,False
WB-038,formal_security_review,security_legal_privacy,metadata_fields_to_fill,human_reviewer_name,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/human_reviewer_name,blocked_missing_human_input,False
WB-039,formal_security_review,security_legal_privacy,metadata_fields_to_fill,review_date,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/review_date,blocked_missing_human_input,False
WB-040,formal_security_review,security_legal_privacy,metadata_fields_to_fill,security_review_owner,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/security_review_owner,blocked_missing_human_input,False
WB-041,formal_security_review,security_legal_privacy,metadata_fields_to_fill,report_reference,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/report_reference,blocked_missing_human_input,False
WB-042,formal_security_review,security_legal_privacy,metadata_fields_to_fill,decision_summary,True,False,False,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/decision_summary,blocked_missing_human_input,False
WB-043,production_restore_policy,data_operations,metadata_fields_to_fill,human_reviewer_name,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/human_reviewer_name,blocked_missing_human_input,False
WB-044,production_restore_policy,data_operations,metadata_fields_to_fill,review_date,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/review_date,blocked_missing_human_input,False
WB-045,production_restore_policy,data_operations,metadata_fields_to_fill,data_operations_owner,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/data_operations_owner,blocked_missing_human_input,False
WB-046,production_restore_policy,data_operations,metadata_fields_to_fill,security_owner,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/security_owner,blocked_missing_human_input,False
WB-047,production_restore_policy,data_operations,metadata_fields_to_fill,privacy_legal_owner,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/privacy_legal_owner,blocked_missing_human_input,False
WB-048,production_restore_policy,data_operations,metadata_fields_to_fill,incident_response_owner,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/incident_response_owner,blocked_missing_human_input,False
WB-049,production_restore_policy,data_operations,metadata_fields_to_fill,decision_summary,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/decision_summary,blocked_missing_human_input,False
WB-050,production_restore_policy,data_operations,policy_evidence_keys_to_review,backup_retention_policy_approved,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/backup_retention_policy_approved,blocked_missing_human_input,False
WB-051,production_restore_policy,data_operations,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/credential_secret_exclusion_reviewed,blocked_missing_human_input,False
WB-052,production_restore_policy,data_operations,policy_evidence_keys_to_review,customer_notification_boundary_approved,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/customer_notification_boundary_approved,blocked_missing_human_input,False
WB-053,production_restore_policy,data_operations,policy_evidence_keys_to_review,incident_response_handoff_approved,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/incident_response_handoff_approved,blocked_missing_human_input,False
WB-054,production_restore_policy,data_operations,policy_evidence_keys_to_review,production_restore_policy_approved,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/production_restore_policy_approved,blocked_missing_human_input,False
WB-055,production_restore_policy,data_operations,policy_evidence_keys_to_review,tenant_restore_boundary_approved,True,False,False,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/tenant_restore_boundary_approved,blocked_missing_human_input,False
WB-056,production_monitoring,operations_engineering,metadata_fields_to_fill,human_reviewer_name,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/human_reviewer_name,blocked_missing_human_input,False
WB-057,production_monitoring,operations_engineering,metadata_fields_to_fill,review_date,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/review_date,blocked_missing_human_input,False
WB-058,production_monitoring,operations_engineering,metadata_fields_to_fill,monitoring_owner,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/monitoring_owner,blocked_missing_human_input,False
WB-059,production_monitoring,operations_engineering,metadata_fields_to_fill,operations_reviewer_name,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/operations_reviewer_name,blocked_missing_human_input,False
WB-060,production_monitoring,operations_engineering,metadata_fields_to_fill,decision_summary,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/decision_summary,blocked_missing_human_input,False
WB-061,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,log_retention_reviewed,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/log_retention_reviewed,blocked_missing_human_input,False
WB-062,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,metrics_coverage_approved,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/metrics_coverage_approved,blocked_missing_human_input,False
WB-063,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,monitoring_dry_run_recorded,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/monitoring_dry_run_recorded,blocked_missing_human_input,False
WB-064,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,production_monitoring_plan_approved,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/production_monitoring_plan_approved,blocked_missing_human_input,False
WB-065,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,slo_dashboard_defined,True,False,False,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/slo_dashboard_defined,blocked_missing_human_input,False
