queue_item_id,workbook_row_id,blocker_id,owner_review_lane,input_group,input_key,input_kind,human_fill_source,human_fill_column,human_filled_input_target,target_json_pointer,source_path,completion_status,value_transferred,template_written
HIQ-018,WB-019,pricing_page,commercial_finance_legal,metadata_fields_to_fill,commercial_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/commercial_owner,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-019,WB-020,pricing_page,commercial_finance_legal,metadata_fields_to_fill,product_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/product_owner,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-020,WB-021,pricing_page,commercial_finance_legal,metadata_fields_to_fill,accounting_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/accounting_owner,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-021,WB-022,pricing_page,commercial_finance_legal,metadata_fields_to_fill,legal_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/legal_owner,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-022,WB-023,pricing_page,commercial_finance_legal,metadata_fields_to_fill,billing_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/billing_owner,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-023,WB-024,pricing_page,commercial_finance_legal,metadata_fields_to_fill,review_record_reference,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/review_record_reference,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-024,WB-025,pricing_page,commercial_finance_legal,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/decision_summary,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-025,WB-026,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,human_approved_pricing_page_copy,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/human_approved_pricing_page_copy,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-026,WB-027,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,approved_plan_and_usage_terms,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/approved_plan_and_usage_terms,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-027,WB-028,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,legal_review_completed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/legal_review_completed,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-028,WB-029,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/production_readiness_non_claim_reviewed,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-029,WB-030,pricing_page,commercial_finance_legal,pricing_page_keys_to_review,pricing_page_publication_approval_recorded,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.human_filled.local.json,/evidence_review/pricing_page_publication_approval_recorded,phase_b_product/commercial_readiness/billing_revenue_evidence/pricing_page_evidence_input.template.json,missing_human_input,False,False
HIQ-030,WB-031,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,auth_and_tenant_boundary_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/auth_and_tenant_boundary_reviewed,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-031,WB-032,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,dependency_review_completed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/dependency_review_completed,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-032,WB-033,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,formal_security_review_report,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/formal_security_review_report,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-033,WB-034,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,private_core_non_exposure_review_completed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/private_core_non_exposure_review_completed,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-034,WB-035,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,public_shell_threat_model_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/public_shell_threat_model_reviewed,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-035,WB-036,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,review_findings_triaged,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/review_findings_triaged,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-036,WB-037,formal_security_review,security_legal_privacy,formal_security_review_keys_to_review,storage_backup_and_restore_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/evidence_review/storage_backup_and_restore_reviewed,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-037,WB-038,formal_security_review,security_legal_privacy,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/human_reviewer_name,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-038,WB-039,formal_security_review,security_legal_privacy,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/review_date,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-039,WB-040,formal_security_review,security_legal_privacy,metadata_fields_to_fill,security_review_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/security_review_owner,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-040,WB-041,formal_security_review,security_legal_privacy,metadata_fields_to_fill,report_reference,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/report_reference,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-041,WB-042,formal_security_review,security_legal_privacy,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.human_filled.local.json,/decision_summary,phase_b_product/commercial_readiness/privacy_security_legal_evidence/formal_security_review_evidence_input.template.json,missing_human_input,False,False
HIQ-042,WB-043,production_restore_policy,data_operations,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/human_reviewer_name,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-043,WB-044,production_restore_policy,data_operations,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/review_date,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-044,WB-045,production_restore_policy,data_operations,metadata_fields_to_fill,data_operations_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/data_operations_owner,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-045,WB-046,production_restore_policy,data_operations,metadata_fields_to_fill,security_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/security_owner,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-046,WB-047,production_restore_policy,data_operations,metadata_fields_to_fill,privacy_legal_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/privacy_legal_owner,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-047,WB-048,production_restore_policy,data_operations,metadata_fields_to_fill,incident_response_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/incident_response_owner,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-048,WB-049,production_restore_policy,data_operations,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/decision_summary,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-049,WB-050,production_restore_policy,data_operations,policy_evidence_keys_to_review,backup_retention_policy_approved,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/backup_retention_policy_approved,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-050,WB-051,production_restore_policy,data_operations,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/credential_secret_exclusion_reviewed,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-051,WB-052,production_restore_policy,data_operations,policy_evidence_keys_to_review,customer_notification_boundary_approved,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/customer_notification_boundary_approved,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-052,WB-053,production_restore_policy,data_operations,policy_evidence_keys_to_review,incident_response_handoff_approved,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/incident_response_handoff_approved,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-053,WB-054,production_restore_policy,data_operations,policy_evidence_keys_to_review,production_restore_policy_approved,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/production_restore_policy_approved,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-054,WB-055,production_restore_policy,data_operations,policy_evidence_keys_to_review,tenant_restore_boundary_approved,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.human_filled.local.json,/policy_evidence_review/tenant_restore_boundary_approved,phase_b_product/commercial_readiness/data_operations_evidence/production_restore_policy_approval_input.template.json,missing_human_input,False,False
HIQ-055,WB-056,production_monitoring,operations_engineering,metadata_fields_to_fill,human_reviewer_name,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/human_reviewer_name,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
HIQ-056,WB-057,production_monitoring,operations_engineering,metadata_fields_to_fill,review_date,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/review_date,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
HIQ-057,WB-058,production_monitoring,operations_engineering,metadata_fields_to_fill,monitoring_owner,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/monitoring_owner,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
HIQ-058,WB-059,production_monitoring,operations_engineering,metadata_fields_to_fill,operations_reviewer_name,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/operations_reviewer_name,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
HIQ-059,WB-060,production_monitoring,operations_engineering,metadata_fields_to_fill,decision_summary,metadata_field,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/decision_summary,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
HIQ-060,WB-061,production_monitoring,operations_engineering,monitoring_evidence_keys_to_review,log_retention_reviewed,evidence_review_key,phase_b_product/commercial_readiness/commercial_next_evidence_sprint/commercial_sprint_human_input_workbook.csv,human_value_placeholder,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.human_filled.local.json,/evidence_review/log_retention_reviewed,phase_b_product/commercial_readiness/operations_evidence/production_monitoring_evidence_input.template.json,missing_human_input,False,False
